Abilene Police Department,-0.0884491668485412
Akron Police Department,-0.049670011296069294
Albemarle County Police Department,-0.05939483303683302
Albuquerque Police Department,-0.03854260589310887
Alexandria Police Department,-0.026984734333847404
Allentown Police Department,-0.21213836234215844
Amarillo Police Department,-0.07776413538236904
Amherst Police Department,-0.0699322482050504
Anaheim Police Department,-0.10789863247906717
Ann Arbor Police Department,-0.0326697715317239
Arlington County Police Department,-0.032113000966625505
Arlington Police Department,-0.03955396268129352
Athens-Clarke County Police Department,-0.06385325348186499
Atlanta Police Department,-0.014126950478710487
Aurora Police Department,-0.1274923770210168
Aurora Police Department,-0.15877541446758348
Austin Police Department,-0.0499227181532651
Bakersfield Police Department,-0.1228636414721227
Baltimore County Police Department,-0.05975444034271571
Baltimore Police Department,0.05096115724531036
Baton Rouge Police Department,-0.10062092684609958
Beaumont Police Department,-0.15662204782549805
Bellevue Police Department,-0.07566159556614527
Berkeley Police Department,-0.039088349734236916
Billings Police Department,-0.03998591427075082
Birmingham Police Department,-0.05097520903021757
Boise Police Department,-0.029080744883122067
Boston Police Department,-0.058600098078090745
Bridgeport Police Department,-0.1161458904951076
Buffalo Police Department,-0.06561968736263424
Burbank Police Department,-0.06901640997180913
Cambridge Police Department,-0.060292931135347505
Cape Coral Police Department,-0.04305459607384732
Carrollton Police Department,-0.20991286617731264
Cary Police Department,-0.12153539809746983
Cedar Rapids Police Department,-0.03287630983463652
Chandler Police Department,-0.06881990931094295
Charleston Police Department,-0.013053673794023446
Charlotte-Mecklenburg Police Department,-0.08827954903856083
Chesapeake Police Department,-0.04825345116048463
Chesterfield County Police Department,-0.061830724602102816
Chicago Police Department,-0.053550979516941544
Chula Vista Police Department,-0.1508715173006423
Cincinnati Police Department,-0.025891533121666255
Clarksville Police Department,-0.06029634834833342
Clearwater Police Department,-0.014021397221388066
Cleveland Police Department,-0.07724695398385562
Clovis Police Department,-0.03136295979044057
College Station Police Department,-0.06930208626651568
Colorado Springs Police Department,-0.020202994310985156
Columbia Police Department,-0.06045636391421261
Columbia Police Department,-0.03649319585713329
Columbus Police Department,-0.08136440108406573
Concord Police Department,-0.07018947678913556
Coral Springs Police Department,-0.10003023219610596
Corona Police Department,-0.09308406392384616
Corpus Christi Police Department,-0.03264436502654622
Costa Mesa Police Department,-0.05753094844781592
Dallas Police Department,-0.06219323590090209
Daly City Police Department,-0.2692842266548865
Davenport Police Department,-0.13548498177929902
Dayton Police Department,-0.12832835287073818
DeKalb County Police Department,-0.031464687936272995
Denton Police Department,-0.04144063711497625
Denver Police Department,-0.018845028091596827
Des Moines Police Department,-0.046570979567230664
Detroit Police Department,0.07818473122231762
Downey Police Department,-0.10567046597333762
Durham Police Department,-0.07022001498576524
Edison Township Police Department,-0.29539424445031215
El Cajon Police Department,-0.12353591582072365
El Monte Police Department,0.20651499592775813
El Paso Police Department,-0.00802260950608169
Elgin Police Department,-0.15316518248250066
Elizabeth Police Department,-0.18721165710151766
Elk Grove Police Department,-0.11970360620855613
Erie Bureau of Police,-0.09317381192975316
Escondido Police Department,-0.11871162607753627
Evansville Police Department,-0.05219173842073166
Everett Police Department,-0.06885007999953463
Fairfax County Police Department,-0.10108271299439053
Fairfield Police Department,-0.1446038261024547
Fargo Police Department,-0.06331228325742744
Fayetteville Police Department,-0.07610911044827584
Fontana Police Department,-0.2888036947784902
Fort Collins Police Department,-0.02605041753591275
Fort Lauderdale Police Department,-0.052314945566866555
Fort Wayne Police Department,-0.02359604280454275
Fort Worth Police Department,-0.06062282839667987
Fremont Police Department,-0.21025586292717824
Fresno Police Department,-0.0627468464696983
Frisco Police Department,-0.08801737331021275
Fullerton Police Department,-0.0864936973160999
Gainesville Police Department,-0.039218694576824475
Garden Grove Police Department,-0.19492734277581913
Gilbert Police Department,-0.04179618606439672
Glendale Police Department,-0.0802863894770196
Glendale Police Department,-0.03272857942529872
Grand Prairie Police Department,-0.21598632270037044
Grand Rapids Police Department,-0.0927287793842475
Green Bay Police Department,-0.08818380121533131
Greensboro Police Department,-0.07745765388888248
Hampton Police Division,-0.056461648808413534
Hartford Police Department,-0.19490851617273153
Hawaii County Police Department,-0.05212761292500323
Hayward Police Department,-0.17395172267008419
Henderson Police Department,-0.04381874318696721
Henrico County Police Department,-0.12068689468091831
Hialeah Police Department,0.11559515711333557
High Point Police Department,-0.15477798564823808
Hollywood Police Department,-0.024998522297869474
Honolulu County Police Department,-0.0616849666985777
Houston Police Department,-0.03806726101116564
Howard County Police Department,-0.0506401344081191
Huntsville Police Department,-0.07837625107276613
Independence Police Department,-0.02237198017886155
Indianapolis Metro Police,-0.0799185797663271
Inglewood Police Department,0.18783035821602323
Irvine Police Department,-0.0888807475268727
Irving Police Department,-0.23497970856351125
Jackson Police Department,-0.010357681099358862
Jacksonville Sheriff's Office,-0.04180829210976622
Jersey City Police Department,-0.18599938485632617
Joliet Police Department,-0.0942656916082536
Kansas City Police Department,-0.09922184714443283
Kansas City Police Department,-0.055153910381998905
Kent Police Department,-0.14839753410831857
Knoxville Police Department,-0.05076247707329273
Lafayette Police Department,-0.048808528916162164
Lakeland Police Department,-0.022547901615628918
Lakewood Police Department,-0.05053438286776679
Lansing Police Department,-0.05601221097388187
Laredo Police Department,-0.0029749803658071783
Las Cruces Police Department,0.00957162562906122
Las Vegas Metropolitan Police Department,-0.13988872965479593
Lewisville Police Department,-0.13000202989011989
Lexington-Fayette County Police,-0.04438050318446207
Lincoln Police Department,-0.025958362201739638
Little Rock Police Department,-0.04037004762907448
Long Beach Police Department,-0.058447563152413284
Los Angeles Police Department,-0.008693370097337949
Louisville Metro Police Department,-0.03541443460105542
Lowell Police Department,-0.09285275439878182
Lubbock Police Department,-0.06201455331836203
Manchester Police Department,-0.04645198856557653
McAllen Police Department,-0.033644585596874665
McKinney Police Department,-0.03735043600371024
Memphis Police Department,-0.05501201099053499
Mesa Police Department,-0.032248273781956716
Miami Police Department,0.02719303643379356
Miami-Dade County Police Department,0.01978158551310405
Midland Police Department,-0.04656247595992524
Milwaukee Police Department,-0.05415329762935217
Minneapolis Police Department,-0.033333125706943356
Miramar Police Department,-0.14349067745779087
Mobile Police Department,-0.040580680243460954
Modesto Police Department,-0.07753945963120157
Montgomery County Police Department,-0.09769239636177485
Montgomery Police Department,-0.04519523452931984
Murfreesboro Police Department,-0.02159380427476365
Naperville Police Department,-0.0742274071767759
Nashville Metro Police Department,-0.0853141478385524
New Haven Police Department,-0.04754132164046765
New Orleans Police Department,-0.01575140738913161
New York City Police Department,-0.04231019518335666
Newark Police Department,-0.05516452946026629
Newport News Police Department,-0.08156480364784224
Norfolk Police Department,-0.08506596021250656
Norman Police Department,-0.034425750186971804
North Charleston Police Department,-0.15362495184801506
North Las Vegas Police Department,-0.1086478174243064
Oakland Police Department,-0.027650271157887207
Oceanside Police Department,-0.07909908845899971
Oklahoma City Police Department,-0.08334179445676382
Olathe Police Department,-0.03987053833466436
Omaha Police Department,-0.04165356994141711
Ontario Police Department,-0.17292469814336764
Orlando Police Department,-0.047996057738205034
Overland Park Police Department,-0.030348700662726547
Palm Bay Police Department,-0.027991652247832288
Pasadena Police Department,-0.024132776269674583
Paterson Police Department,-0.16108368465658218
Pearland Police Department,-0.09288633734828533
Pembroke Pines Police Department,-0.14579459741793288
Peoria Police Department,-0.016755395568110787
Philadelphia Police Department,-0.04577809671554567
Phoenix Police Department,-0.07703794464253821
Pittsburgh Bureau of Police,-0.0492637696651641
Plano Police Department,-0.10330032552659407
Pomona Police Department,0.13648906633972868
Port St. Lucie Police Department,-0.03434149523497387
Portland Police Bureau,-0.026976987536065034
Prince William County Police Department,-0.0856076791817888
Providence Police Department,-0.15514355658135037
Provo Police Department,-0.09855610243670465
Pueblo Police Department,-0.055168182662645115
Raleigh Police Department,-0.0900116986281807
Ramapo Town Police Department,-0.07783793951471529
Rialto Police Department,0.2008446954624683
Richardson Police Department,-0.09625047951948318
Richmond Police Department,-0.10650003343850756
Richmond Police Department,-0.06726874552225781
Riverside Police Department,-0.11915854057256392
Rochester Police Department,-0.11720708749522468
Rochester Police Department,-0.040145884442582824
Rockford Police Department,-0.07423926637428413
Round Rock Police Department,-0.10343810543847365
Sacramento Police Department,-0.12914007287293705
Salem Police Department,-0.09090931748699238
Salinas Police Department,0.20578506972748478
Salt Lake City Police Department,-0.06105776576620081
San Antonio Police Department,-0.03043992142965868
San Bernardino Police Department,-0.1496706588655914
San Diego Police Department,-0.052051976062091665
San Francisco Police Department,-0.02739857187915473
San Jose Police Department,-0.16262681926055134
Sandy Springs Police Department,-0.04820380421583392
Santa Ana Police Department,0.14131876920048914
Santa Clara Police Department,-0.1376016751897433
Santa Maria Police Department,0.10883262019779605
Savannah-Chatham Metro Police Department,-0.01376653642599246
Scottsdale Police Department,-0.012656920104056057
Seattle Police Department,-0.013436189100485052
Shreveport Police Department,-0.04101877098099638
Simi Valley Police Department,-0.07966653196271123
Sioux Falls Police Department,-0.026541504943687455
South Bend Police Department,-0.06678167258868384
Spokane Police Department,-0.015005832089901139
Springfield Police Department,-0.052422781036609356
Springfield Police Department,-0.071655263545789
Springfield Police Department,-0.023938259269384865
St. Louis Metropolitan Police Department,-0.05408823615878888
St. Paul Police Department,-0.0645037754072253
St. Petersburg Police Department,-0.031143408837842612
Stamford Police Department,-0.128541580010465
Sterling Heights Police Department,-0.07970148406398314
Stockton Police Department,-0.3003017237946872
Suffolk County Police Department,-0.03783747804629223
Sunnyvale Department of Public Safety,-0.11268817341591575
Surprise Police Department,-0.028953119626681123
Syracuse Police Department,-0.15339580937639719
Tacoma Police Department,-0.1498403680579823
Tallahassee Police Department,-0.0652077106240323
Tampa Police Department,-0.04513164307160755
Tempe Police Department,-0.047473139915212625
Thornton Police Department,-0.06391796207508782
Toledo Police Department,-0.02040427799616573
Topeka Police Department,-0.03723362257126683
Torrance Police Department,-0.08043465081382117
Tucson Police Department,-0.04092775996917042
Tulsa Police Department,-0.04854400441776163
Tyler Police Department,-0.14356263612384867
Vancouver Police Department,-0.011688748224525147
Ventura Police Department,-0.045591878183633305
Virginia Beach Police Department,-0.045105197003730835
Waco Police Department,-0.1059270146954896
Warren Police Department,-0.09913456511985552
Washington Metropolitan Police Department,-0.017426450271608385
Waterbury Police Department,-0.12494360097011814
West Covina Police Department,-0.1929519260105692
West Jordan Police Department,-0.10282434120538164
West Palm Beach Police Department,-0.04872433385025987
West Valley City Police Department,-0.15117565869132243
Wichita Falls Police Department,-0.05755258137276642
Wichita Police Department,-0.0356649768564532
Wilmington Police Department,-0.028211948618379612
Winston-Salem Police Department,-0.09619939308204883
Woodbridge Township Police Department,-0.15967112498487301
Yonkers Police Department,-0.1495516469073641
